model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
llama3,E_full,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Estates/Wills,Land/Property,Housing,0.85,False,True,True,Inheritance disputes after a family member's death
llama3,E_full,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage caused by another person's action
llama3,E_full,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,Courts/Legal-System,0.85,True,True,False,Dispute over property rights or boundaries
llama3,E_full,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Dispute over someone cutting down a tree on the person's land
llama3,F,21,ಎಂಕ್ಲೇನ ತಿರ್ಪು ಮಲ್ತಿನ ಸಮಯದ ದುಂಬು ಎನ್ನ ಧನಿ ಬಾಡಿಗೆ ಜಾಸ್ತಿ ಮಲ್ಪೆರೆ ಪ್ರಯತ್ನ ಮಲ್ತೋಂದುಲ್ಲೇರ್.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Work/Employment,IP/Identity,Estates/Wills,0.80,False,False,False,The person's concern is closely tied to their employment and income.
llama3,F,22,ಬರೀತಕುಲು ಏತ್ ಬೊಬ್ಬೆ ಪಾಡೋಂದುಲ್ಲೇರ್ ಪನ್ಡ ಎಂಕ್ ರಾತ್ರೆಡ್ ಜೆಪ್ಪೆರೇ ಆವೊಂದಿಜಿ.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,"The SITUATION mentions someone else's identity being used, indicating a possible case of identity theft or impersonation."
llama3,F,23,ಎನ್ನ ಅಡಿಪಿಲ್ದಾ ಹಾಳ್ ಆಯಿನ ನಳ್ಳಿನ್ ಎನ್ನ ಧನಿ ಸರಿ ಮಲ್ಪೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,My landlord will not fix the broken pipe in my kitchen,Housing,,Torts/Individuals,Consumer/Money/Debt,Work/Employment,0.90,False,False,False,The situation involves a personal dispute between family members.
llama3,F,24,ಎಂಕ್ ಬಾಡಿಗೆದ ಇಲ್ಲನ್ ಬುಡಿಯೆರೆ ಖಾಲಿ ರಡ್ಡ್ ದಿನತ ವಯಿದೇ ಕೊರ್ಯೇರ್.,I was told to leave my rented house with only two days notice,Housing,,Work/Employment,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,"The person is describing their job and work-related issues, such as being laid off from their company."
llama3,F,25,ಎನ್ನ ಸಹವಾಸಿ ಇಲ್ಲ್ ಬುಡ್ದು ಬಾದಡಿಗೆನ್ ಪುರಾ ಎನ್ನ ಮಿತ್ತೆ ಪಾಡ್ದ್ ಪೋಯೇರ್.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,IP/Identity,0.90,False,False,False,"The situation involves a personal relationship and dispute between individuals, which falls under the broader category of torts."
llama3,F,26,ಎಂಕ್ ಒಂಜಿ ಹಾಳ್ ಆಯ್ನ ಫೋನ್-ನ್ ಮಾರ್ದ್ ದಅಂಗಡಿದ ಧನಿ ಕಾಸ್ನ್ ಪಿರಾ ಕೊರೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Consumer/Money/Debt,Land/Property,Torts/Individuals,0.90,True,True,False,The situation primarily deals with financial issues and expenses that are not being met by the person's income.
llama3,F,27,ಯಾನ್ ಪೂರಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕಲಾ ಬೇಲೆನ್ ಪೂರ್ತಿ ಮಲ್ತಿಜೆರ್.,I paid for a service that was never completed,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,The situation appears to be related to the person's home or property.
llama3,F,28,"ಎನ್ನ ಮೆಗ್ಗೆ ರಡ್ಡ್ ವರ್ಷದ ದುಂಬು ಎನ್ನಡ್ದ ಸಾರ ದೆತ್ತೊಂಡೆ, ಅವೆನ್ ನನ್ಲಾ ಪಿರಾ ಕೊರ್ತಿಜೆ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Estates/Wills,Housing,Torts/Individuals,0.90,False,False,False,"The situation involves inheritance and property issues, which are typical concerns in estates and wills law."
llama3,F,29,ಎನ್ನ ಒಪ್ಪಂದಿನ ಶುಲ್ಕಗ್ ಬ್ಯಾಂಕ್ ಎನ್ನ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೊಂದುಂಡು.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Work/Employment,0.90,True,True,False,"The issue revolves around accessing one's own money and the constraints imposed by an agreement, which falls under consumer/money/debt issues."
llama3,F,30,ಏರೊ ಎನನ್ ಒಂಜಿ ಡೋಂಗಿ ಆಸ್ತಿದ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೆರೆ ಒಪ್ಪಾಯೆರ್.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Estates/Wills,Land/Property,Torts/Individuals,0.90,False,False,False,The situation involves the distribution of an estate among family members after someone's death.
llama3,F,31,ಯಾನ್ ಮಲ್ತಿನ ಜಾಸ್ತಿ ಕೆಲ್ಸಗ್ ಎಂಕ್ ಬೇಲೆದ ಜಾಗಡ್ಡ್ ಕಾಸ್ ತಿಕ್ಕಿಜಿ.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The situation revolves around disputes over property rights and inheritance.
llama3,F,32,ಯಾನ್ ಧನಿಟ ಯಾನ್ ಹುಷಾರ್ ಇಜ್ಜಿ ಪಂಡ್ಡ್ ಪಂಡಿನ ವಾರಡೆ ಆರ್ ಎನನ್ ಬೇಲೆಡ್ಡ್ ದೆತ್ತೆರ್.,I was fired the same week I told my boss I was sick,Work/Employment,,Courts/Legal-System,Torts/Individuals,Work/Employment,0.90,False,True,True,The person is seeking legal intervention to resolve the issue with entering their own home.
llama3,F,33,ಎನ್ನ ಧನಿ ಎನನ್ ಸುರಕ್ಷ ದೀಪಿನ ಸಾಮಾನ್ ಕೊರ್ಪೆರ್ ಪಂದ್ ಪಂಡಿ ಬೊಕ್ಕ ಅವೆನ್ ಕೊರಂದೇ ಎನಡ ಬೇಲೆ ಮಲ್ಪಾವೊಂದುಲ್ಲೆರ್.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,False,False,False,The person is seeking legal action or resolution regarding the damage/stolen property.
llama3,F,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Consumer/Money/Debt,Land/Property,Torts/Individuals,0.80,False,False,False,The person's primary concern appears to be their financial struggles.
llama3,F,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,The situation involves a person's financial issues related to their income.
llama3,F,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,"The situation involves a personal loan taken by the individual and their inability to repay it, which falls under the broader category of consumer debt."
llama3,F,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Estates/Wills,Land/Property,Torts/Individuals,0.90,False,True,True,"The situation involves a dispute over family property and inheritance, which falls under the category of estates and wills."
llama3,F,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,The situation involves a dispute over property ownership.
llama3,F,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,The person is experiencing harm or injury due to someone else's actions.
llama3,F,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,"The situation involves property rights and inheritance, which is a key aspect of estates and wills."
llama3,G,21,enklena tirpu maltina samayada dunbu enna dhani badige jasti malpere prayatna maltonduller.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Torts/Individuals,Land/Property,Housing,0.85,False,True,True,Property damage caused by another person's action
llama3,G,22,baritakulu et bobbe padonduller panda enk ratred jeppere avondiji.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Land/Property,Housing,0.60,False,True,True,The text contains a mix of words that might suggest physical harm or damage caused by another person.
llama3,G,23,enna adipilda hal ayina nallin enna dhani sari malpere tayar ijjer.,My landlord will not fix the broken pipe in my kitchen,Housing,,Housing,Torts/Individuals,Land/Property,0.95,True,True,False,Unauthorized entry into a home without permission
llama3,G,24,enk badigeda illan budiyere khali radd dinata vayide koryer.,I was told to leave my rented house with only two days notice,Housing,,Housing,Torts/Individuals,Land/Property,0.95,True,True,False,Unauthorized entry into a dwelling
llama3,G,25,enna sahavasi ill buddu badadigen pura enna mitte padd poyer.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,Unauthorized entry into a home
llama3,G,26,enk onji hal ayna phon-n mard daangadida dhani kasn pira korere tayar ijjer.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Housing,Torts/Individuals,Land/Property,0.90,False,False,False,Unauthorized entry into a home without permission
llama3,G,27,yan pura kas kori bokkala belen purti maltijer.,I paid for a service that was never completed,Consumer/Money/Debt,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,Unauthorized entry into a dwelling
llama3,G,28,"enna megge radd varshada dunbu ennadda sara dettonde, aven nanla pira kortije.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Housing,Torts/Individuals,Land/Property,0.90,False,False,False,Unauthorized entry into a person's dwelling
llama3,G,29,enna oppandina shulkag byank enna mitt kas padondundu.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Personal injury or property damage caused by another individual
llama3,G,30,ero enan onji dongi astida mitt kas padere oppayer.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Housing,Torts/Individuals,Land/Property,0.95,False,False,False,Unauthorized entry into someone's home
llama3,G,31,yan maltina jasti kelsag enk beleda jagadd kas tikkiji.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Someone entered their property without permission
llama3,G,32,yan dhanita yan hushar ijji pandd pandina varade ar enan beledd detter.,I was fired the same week I told my boss I was sick,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Trespass and refusal to leave
llama3,G,33,enna dhani enan suraksha dipina saman korper pand pandi bokka aven korande enada bele malpavonduller.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Housing,Torts/Individuals,Land/Property,0.95,False,False,False,Unauthorized entry into the person's home
llama3,G,34,"enk onji promoshan korper pandd patera koryer, matra dala karana korande bete janak koryer.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Property damage or personal injury caused by another person
llama3,G,35,yan belen budi bokka enna dhani enna akherida sanbalan korondijjer.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Torts/Individuals,Land/Property,Housing,0.85,False,False,False,Trespass and refusal to leave
llama3,G,36,enna nerekaredakulu aklena belin enna jagada ullayi mutta kattader.,My neighbor built a wall that crosses onto my land,Land/Property,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,Unauthorized entry into a dwelling
llama3,G,37,enda kenande yera enna kutunbada jagad benni dattonduller.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Unauthorized entry into the person's property
llama3,G,38,enna jagada belin yera dett budter.,The boundary markers on my property were moved without my knowledge,Land/Property,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,Unauthorized entry into a dwelling
llama3,G,39,enna palaye enna kutunbada jagada onji bhagan ayena matra pandd panondulle.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Someone entering the person's property without permission
llama3,G,40,enda kenande yera enna jagada maran kadter.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Someone entering your property without permission
llama3,H,21,ಎಂಕ್ಲೇನ ತಿರ್ಪು ಮಲ್ತಿನ ಸಮಯದ ದುಂಬು ಎನ್ನ ಧನಿ ಬಾಡಿಗೆ ಜಾಸ್ತಿ ಮಲ್ಪೆರೆ ಪ್ರಯತ್ನ ಮಲ್ತೋಂದುಲ್ಲೇರ್.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,True,True,Money owed to the person after termination
llama3,H,22,ಬರೀತಕುಲು ಏತ್ ಬೊಬ್ಬೆ ಪಾಡೋಂದುಲ್ಲೇರ್ ಪನ್ಡ ಎಂಕ್ ರಾತ್ರೆಡ್ ಜೆಪ್ಪೆರೇ ಆವೊಂದಿಜಿ.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Personal injury caused by another person's action
llama3,H,23,ಎನ್ನ ಅಡಿಪಿಲ್ದಾ ಹಾಳ್ ಆಯಿನ ನಳ್ಳಿನ್ ಎನ್ನ ಧನಿ ಸರಿ ಮಲ್ಪೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,My landlord will not fix the broken pipe in my kitchen,Housing,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered the person's home without permission and is refusing to leave
llama3,H,24,ಎಂಕ್ ಬಾಡಿಗೆದ ಇಲ್ಲನ್ ಬುಡಿಯೆರೆ ಖಾಲಿ ರಡ್ಡ್ ದಿನತ ವಯಿದೇ ಕೊರ್ಯೇರ್.,I was told to leave my rented house with only two days notice,Housing,,Housing,Torts/Individuals,Land/Property,0.90,True,True,False,Unauthorized entry into someone's home
llama3,H,25,ಎನ್ನ ಸಹವಾಸಿ ಇಲ್ಲ್ ಬುಡ್ದು ಬಾದಡಿಗೆನ್ ಪುರಾ ಎನ್ನ ಮಿತ್ತೆ ಪಾಡ್ದ್ ಪೋಯೇರ್.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Trespassing and theft
llama3,H,26,ಎಂಕ್ ಒಂಜಿ ಹಾಳ್ ಆಯ್ನ ಫೋನ್-ನ್ ಮಾರ್ದ್ ದಅಂಗಡಿದ ಧನಿ ಕಾಸ್ನ್ ಪಿರಾ ಕೊರೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,The primary issue is about someone taking money without permission and refusing to return it.
llama3,H,27,ಯಾನ್ ಪೂರಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕಲಾ ಬೇಲೆನ್ ಪೂರ್ತಿ ಮಲ್ತಿಜೆರ್.,I paid for a service that was never completed,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,Someone took the person's full cash without permission
llama3,H,28,"ಎನ್ನ ಮೆಗ್ಗೆ ರಡ್ಡ್ ವರ್ಷದ ದುಂಬು ಎನ್ನಡ್ದ ಸಾರ ದೆತ್ತೊಂಡೆ, ಅವೆನ್ ನನ್ಲಾ ಪಿರಾ ಕೊರ್ತಿಜೆ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Someone occupying your land without permission and refusing to leave
llama3,H,29,ಎನ್ನ ಒಪ್ಪಂದಿನ ಶುಲ್ಕಗ್ ಬ್ಯಾಂಕ್ ಎನ್ನ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೊಂದುಂಡು.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,True,True,False,The person is facing a debt-related issue where someone has not returned money that was borrowed under an agreement.
llama3,H,30,ಏರೊ ಎನನ್ ಒಂಜಿ ಡೋಂಗಿ ಆಸ್ತಿದ ಮಿತ್ತ್ ಕಾಸ್ ಪಾಡೆರೆ ಒಪ್ಪಾಯೆರ್.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.85,False,False,False,Trespassing and property damage
llama3,H,31,ಯಾನ್ ಮಲ್ತಿನ ಜಾಸ್ತಿ ಕೆಲ್ಸಗ್ ಎಂಕ್ ಬೇಲೆದ ಜಾಗಡ್ಡ್ ಕಾಸ್ ತಿಕ್ಕಿಜಿ.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage caused by another person's action
llama3,H,32,ಯಾನ್ ಧನಿಟ ಯಾನ್ ಹುಷಾರ್ ಇಜ್ಜಿ ಪಂಡ್ಡ್ ಪಂಡಿನ ವಾರಡೆ ಆರ್ ಎನನ್ ಬೇಲೆಡ್ಡ್ ದೆತ್ತೆರ್.,I was fired the same week I told my boss I was sick,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entered the person's home without permission and took something.
llama3,H,33,ಎನ್ನ ಧನಿ ಎನನ್ ಸುರಕ್ಷ ದೀಪಿನ ಸಾಮಾನ್ ಕೊರ್ಪೆರ್ ಪಂದ್ ಪಂಡಿ ಬೊಕ್ಕ ಅವೆನ್ ಕೊರಂದೇ ಎನಡ ಬೇಲೆ ಮಲ್ಪಾವೊಂದುಲ್ಲೆರ್.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or theft caused by another individual
llama3,H,34,"ಎಂಕ್ ಒಂಜಿ ಪ್ರೊಮೋಷನ್ ಕೊರ್ಪೆರ್ ಪಂಡ್ಡ್ ಪಾತೇರ ಕೊರ್ಯೆರ್, ಮಾತ್ರ ದಾಲ ಕಾರಣ ಕೊರಂದೇ ಬೇತೆ ಜನಕ್ ಕೊರ್ಯೆರ್.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entered the person's home without permission and is refusing to leave.
llama3,H,35,ಯಾನ್ ಬೇಲೆನ್ ಬುಡಿ ಬೊಕ್ಕ ಎನ್ನ ಧನಿ ಎನ್ನ ಅಖೇರಿದ ಸಂಬಳನ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Work/Employment,Housing,0.85,False,True,True,Financial issue with wages not being paid
llama3,H,36,ಎನ್ನ ನೆರೆಕರೆದಕುಲು ಅಕ್ಲೆನ ಬೇಲಿನ್ ಎನ್ನ ಜಾಗದ ಉಲ್ಲಯಿ ಮುಟ್ಟ ಕಟ್ಟಾದೆರ್.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage caused by another person's action
llama3,H,37,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗಡ್ ಬೆನ್ನಿ ದಟ್ಟೊಂದುಲ್ಲೆರ್.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Land/Property,Torts/Individuals,Housing,0.85,True,True,False,Someone's actions affect the person's family home
llama3,H,38,ಎನ್ನ ಜಾಗದ ಬೇಲಿನ್ ಯೇರಾ ದೆತ್ತ್ ಬುಡ್ತೆರ್.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Someone entered the person's property without permission
llama3,H,39,ಎನ್ನ ಪಲಯೆ ಎನ್ನ ಕುಟುಂಬದ ಜಾಗದ ಒಂಜಿ ಭಾಗನ್ ಆಯೇನ ಮಾತ್ರ ಪಂಡ್ಡ್ ಪಣೊಂದುಲ್ಲೆ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Dispute over family land taken without permission
llama3,H,40,ಎನ್ಡ ಕೇಣಂದೇ ಯೇರಾ ಎನ್ನ ಜಾಗದ ಮರನ್ ಕಡ್ತೆರ್.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage caused by another person's action
llama3,I,21,எங்க்லேன திர்பு மல்தின ஸமயத³ து³ம்பு³ என்ன த⁴னி பா³டி³கெ³ ஜாஸ்தி மல்பெரெ ப்ரயத்ன மல்தோந்து³ல்லேர்.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered the person's home without permission and refuses to leave
llama3,I,22,ப³ரீதகுலு ஏத் பொ³ப்³பெ³ பாடோ³ந்து³ல்லேர் பன்ட³ எங்க் ராத்ரெட்³ ஜெப்பெரே ஆவொந்தி³ஜி.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Trespassing and invasion of privacy
llama3,I,23,என்ன அடி³பில்தா³ ஹாள் ஆயின நள்ளின் என்ன த⁴னி ஸரி மல்பெரெ தயார் இஜ்ஜெர்.,My landlord will not fix the broken pipe in my kitchen,Housing,,Housing,Torts/Individuals,Courts/Legal-System,0.95,True,True,False,Trespassing into someone's home
llama3,I,24,எங்க் பா³டி³கெ³த³ இல்லன் பு³டி³யெரெ கா²லி ரட்³ட்³ தி³னத வயிதே³ கொர்யேர்.,I was told to leave my rented house with only two days notice,Housing,,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,Unauthorized entry into someone's home
llama3,I,25,என்ன ஸஹவாஸி இல்ல் பு³ட்³து³ பா³த³டி³கெ³ன் புரா என்ன மித்தெ பாட்³த்³ போயேர்.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Courts/Legal-System,0.90,False,True,True,Someone entered the person's home without permission
llama3,I,26,எங்க் ஒஞ்ஜி ஹாள் ஆய்ன போ²ன்-ந் மார்த்³ த³அங்க³டி³த³ த⁴னி காஸ்ன் பிரா கொரெரெ தயார் இஜ்ஜெர்.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entered the person's home without permission and is refusing to leave
llama3,I,27,யான் பூரா காஸ் கொரி பொ³க்கலா பே³லென் பூர்தி மல்திஜெர்.,I paid for a service that was never completed,Consumer/Money/Debt,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,Personal injury caused by another person
llama3,I,28,"என்ன மெக்³கெ³ ரட்³ட்³ வர்ஷத³ து³ம்பு³ என்னட்³த³ ஸார தெ³த்தொண்டெ³, அவென் நன்லா பிரா கொர்திஜெ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Physical harm/damage caused by another person
llama3,I,29,என்ன ஒப்பந்தி³ன ஶுல்கக்³ ப்³யாங்க் என்ன மித்த் காஸ் பாடொ³ந்து³ண்டு³.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Torts/Individuals,Housing,Courts/Legal-System,0.20,False,False,False,"The text contains a mix of consonants and vowels, which could potentially indicate a personal or individual issue."
llama3,I,30,ஏரொ எனன் ஒஞ்ஜி டோ³ங்கி³ ஆஸ்தித³ மித்த் காஸ் பாடெ³ரெ ஒப்பாயெர்.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,Someone entered the person's home without permission
llama3,I,31,யான் மல்தின ஜாஸ்தி கெல்ஸக்³ எங்க் பே³லெத³ ஜாக³ட்³ட்³ காஸ் திக்கிஜி.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,Unauthorized entry into a person's home
llama3,I,32,யான் த⁴னிட யான் ஹுஷார் இஜ்ஜி பண்ட்³ட்³ பண்டி³ன வாரடெ³ ஆர் எனன் பே³லெட்³ட்³ தெ³த்தெர்.,I was fired the same week I told my boss I was sick,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entering your home without permission and refusing to leave
llama3,I,33,என்ன த⁴னி எனன் ஸுரக்ஷ தீ³பின ஸாமான் கொர்பெர் பந்த்³ பண்டி³ பொ³க்க அவென் கொரந்தே³ எனட³ பே³லெ மல்பாவொந்து³ல்லெர்.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Personal property invasion without permission
